# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   1914-09-25T00:00:00.00, 146  0 20.3477, -17 45 23.6319,   13.263859514,   5.40
1P,   1914-10-15T00:00:00.00, 145 52 47.3693, -17 45 17.0325,   13.365945645,   5.40
1P,   1914-11-04T00:00:00.00, 145 45 21.2567, -17 45 10.2254,   13.467430988,   5.40
1P,   1914-11-24T00:00:00.00, 145 38  1.8255, -17 45  3.2227,   13.568323860,   5.40
1P,   1914-12-14T00:00:00.00, 145 30 48.8922, -17 44 56.0374,   13.668632135,   5.40
1P,   1915-01-03T00:00:00.00, 145 23 42.2766, -17 44 48.6802,   13.768363706,   5.40
1P,   1915-01-23T00:00:00.00, 145 16 41.8049, -17 44 41.1607,   13.867526360,   5.40
1P,   1915-02-12T00:00:00.00, 145  9 47.3102, -17 44 33.4874,   13.966127809,   5.40
1P,   1915-03-04T00:00:00.00, 145  2 58.6308, -17 44 25.6687,   14.064175554,   5.40
1P,   1915-03-24T00:00:00.00, 144 56 15.6097, -17 44 17.7105,   14.161677228,   5.40
1P,   1915-04-13T00:00:00.00, 144 49 38.1010, -17 44  9.6174,   14.258640434,   5.40
1P,   1915-05-03T00:00:00.00, 144 43  5.9681, -17 44  1.3941,   14.355072537,   5.40
1P,   1915-05-23T00:00:00.00, 144 36 39.0825, -17 43 53.0465,   14.450980459,   5.40
1P,   1915-06-12T00:00:00.00, 144 30 17.3169, -17 43 44.5813,   14.546370794,   5.40
1P,   1915-07-02T00:00:00.00, 144 24  0.5494, -17 43 36.0040,   14.641250034,   5.40
1P,   1915-07-22T00:00:00.00, 144 17 48.6626, -17 43 27.3209,   14.735624380,   5.40
1P,   1915-08-11T00:00:00.00, 144 11 41.5427, -17 43 18.5387,   14.829499762,   5.40
1P,   1915-08-31T00:00:00.00, 144  5 39.0753, -17 43  9.6646,   14.922881834,   5.40
1P,   1915-09-20T00:00:00.00, 143 59 41.1469, -17 43  0.7036,   15.015776445,   5.40
1P,   1915-10-10T00:00:00.00, 143 53 47.6505, -17 42 51.6595,   15.108189460,   5.40
1P,   1915-10-30T00:00:00.00, 143 47 58.4850, -17 42 42.5358,   15.200126661,   5.40
1P,   1915-11-19T00:00:00.00, 143 42 13.5545, -17 42 33.3367,   15.291593523,   5.40
1P,   1915-12-09T00:00:00.00, 143 36 32.7639, -17 42 24.0658,   15.382595435,   5.40
1P,   1915-12-29T00:00:00.00, 143 30 56.0240, -17 42 14.7264,   15.473137706,   5.40
1P,   1916-01-18T00:00:00.00, 143 25 23.2499, -17 42  5.3223,   15.563225366,   5.40
1P,   1916-02-07T00:00:00.00, 143 19 54.3594, -17 41 55.8584,   15.652863097,   5.40
1P,   1916-02-27T00:00:00.00, 143 14 29.2674, -17 41 46.3407,   15.742055310,   5.40
1P,   1916-03-18T00:00:00.00, 143  9  7.8893, -17 41 36.7732,   15.830806560,   5.40
1P,   1916-04-07T00:00:00.00, 143  3 50.1427, -17 41 27.1595,   15.919121398,   5.40
1P,   1916-04-27T00:00:00.00, 142 58 35.9482, -17 41 17.5029,   16.007004382,   5.40
1P,   1916-05-17T00:00:00.00, 142 53 25.2278, -17 41  7.8066,   16.094459954,   5.40
1P,   1916-06-06T00:00:00.00, 142 48 17.9050, -17 40 58.0719,   16.181492788,   5.40
1P,   1916-06-26T00:00:00.00, 142 43 13.9100, -17 40 48.2993,   16.268107609,   5.40
1P,   1916-07-16T00:00:00.00, 142 38 13.1787, -17 40 38.4894,   16.354308977,   5.40
1P,   1916-08-05T00:00:00.00, 142 33 15.6519, -17 40 28.6446,   16.440101084,   5.40
1P,   1916-08-25T00:00:00.00, 142 28 21.2690, -17 40 18.7674,   16.525487864,   5.40
1P,   1916-09-14T00:00:00.00, 142 23 29.9721, -17 40  8.8604,   16.610473193,   5.40
1P,   1916-10-04T00:00:00.00, 142 18 41.7048, -17 39 58.9265,   16.695060690,   5.40
1P,   1916-10-24T00:00:00.00, 142 13 56.4116, -17 39 48.9699,   16.779253730,   5.40
1P,   1916-11-13T00:00:00.00, 142  9 14.0335, -17 39 38.9951,   16.863055465,   5.40
1P,   1916-12-03T00:00:00.00, 142  4 34.5096, -17 39 29.0049,   16.946469310,   5.40
1P,   1916-12-23T00:00:00.00, 141 59 57.7819, -17 39 19.0012,   17.029498797,   5.40
1P,   1917-01-12T00:00:00.00, 141 55 23.7955, -17 39  8.9853,   17.112147502,   5.40
1P,   1917-02-01T00:00:00.00, 141 50 52.4980, -17 38 58.9589,   17.194418851,   5.40
1P,   1917-02-21T00:00:00.00, 141 46 23.8365, -17 38 48.9229,   17.276316345,   5.40
1P,   1917-03-13T00:00:00.00, 141 41 57.7632, -17 38 38.8776,   17.357843530,   5.40
1P,   1917-04-02T00:00:00.00, 141 37 34.2337, -17 38 28.8238,   17.439003762,   5.40
1P,   1917-04-22T00:00:00.00, 141 33 13.2057, -17 38 18.7636,   17.519800099,   5.40
1P,   1917-05-12T00:00:00.00, 141 28 54.6343, -17 38  8.6997,   17.600235348,   5.40
1P,   1917-06-01T00:00:00.00, 141 24 38.4743, -17 37 58.6342,   17.680312449,   5.40
1P,   1917-06-21T00:00:00.00, 141 20 24.6818, -17 37 48.5686,   17.760034298,   5.40
1P,   1917-07-11T00:00:00.00, 141 16 13.2138, -17 37 38.5048,   17.839403772,   5.40
1P,   1917-07-31T00:00:00.00, 141 12  4.0269, -17 37 28.4447,   17.918423637,   5.40
1P,   1917-08-20T00:00:00.00, 141  7 57.0775, -17 37 18.3888,   17.997096925,   5.40
1P,   1917-09-09T00:00:00.00, 141  3 52.3262, -17 37  8.3366,   18.075426759,   5.40
1P,   1917-09-29T00:00:00.00, 140 59 49.7380, -17 36 58.2880,   18.153416157,   5.40
1P,   1917-10-19T00:00:00.00, 140 55 49.2806, -17 36 48.2440,   18.231067820,   5.40
1P,   1917-11-08T00:00:00.00, 140 51 50.9196, -17 36 38.2061,   18.308384262,   5.40
1P,   1917-11-28T00:00:00.00, 140 47 54.6223, -17 36 28.1755,   18.385367984,   5.40
1P,   1917-12-18T00:00:00.00, 140 44  0.3568, -17 36 18.1542,   18.462021278,   5.40
1P,   1918-01-07T00:00:00.00, 140 40  8.0906, -17 36  8.1445,   18.538346241,   5.40
1P,   1918-01-27T00:00:00.00, 140 36 17.7874, -17 35 58.1499,   18.614344803,   5.40
1P,   1918-02-16T00:00:00.00, 140 32 29.4087, -17 35 48.1718,   18.690019225,   5.40
1P,   1918-03-08T00:00:00.00, 140 28 42.9176, -17 35 38.2107,   18.765371950,   5.40
1P,   1918-03-28T00:00:00.00, 140 24 58.2798, -17 35 28.2666,   18.840405539,   5.40
1P,   1918-04-17T00:00:00.00, 140 21 15.4629, -17 35 18.3398,   18.915122473,   5.40
1P,   1918-05-07T00:00:00.00, 140 17 34.4343, -17 35  8.4297,   18.989525373,   5.40
1P,   1918-05-27T00:00:00.00, 140 13 55.1662, -17 34 58.5352,   19.063616925,   5.40
1P,   1918-06-16T00:00:00.00, 140 10 17.6340, -17 34 48.6555,   19.137399631,   5.40
1P,   1918-07-06T00:00:00.00, 140  6 41.8151, -17 34 38.7915,   19.210875672,   5.40
1P,   1918-07-26T00:00:00.00, 140  3  7.6843, -17 34 28.9447,   19.284046959,   5.40
1P,   1918-08-15T00:00:00.00, 139 59 35.2157, -17 34 19.1163,   19.356915490,   5.40
1P,   1918-09-04T00:00:00.00, 139 56  4.3840, -17 34  9.3073,   19.429483175,   5.40
1P,   1918-09-24T00:00:00.00, 139 52 35.1637, -17 33 59.5192,   19.501751868,   5.40
1P,   1918-10-14T00:00:00.00, 139 49  7.5275, -17 33 49.7537,   19.573723310,   5.40
1P,   1918-11-03T00:00:00.00, 139 45 41.4464, -17 33 40.0112,   19.645399544,   5.40
1P,   1918-11-23T00:00:00.00, 139 42 16.8947, -17 33 30.2911,   19.716782761,   5.40
1P,   1918-12-13T00:00:00.00, 139 38 53.8493, -17 33 20.5929,   19.787875124,   5.40
1P,   1919-01-02T00:00:00.00, 139 35 32.2894, -17 33 10.9168,   19.858678577,   5.40
1P,   1919-01-22T00:00:00.00, 139 32 12.1920, -17 33  1.2633,   19.929194973,   5.40
1P,   1919-02-11T00:00:00.00, 139 28 53.5361, -17 32 51.6324,   19.999426234,   5.40
1P,   1919-03-03T00:00:00.00, 139 25 36.3015, -17 32 42.0245,   20.069374121,   5.40
1P,   1919-03-23T00:00:00.00, 139 22 20.4685, -17 32 32.4408,   20.139040221,   5.40
1P,   1919-04-12T00:00:00.00, 139 19  6.0139, -17 32 22.8833,   20.208425954,   5.40
1P,   1919-05-02T00:00:00.00, 139 15 52.9126, -17 32 13.3524,   20.277533042,   5.40
1P,   1919-05-22T00:00:00.00, 139 12 41.1413, -17 32  3.8481,   20.346363351,   5.40
1P,   1919-06-11T00:00:00.00, 139  9 30.6781, -17 31 54.3697,   20.414918839,   5.40
1P,   1919-07-01T00:00:00.00, 139  6 21.5025, -17 31 44.9171,   20.483201382,   5.40
1P,   1919-07-21T00:00:00.00, 139  3 13.5938, -17 31 35.4893,   20.551213009,   5.40
1P,   1919-08-10T00:00:00.00, 139  0  6.9350, -17 31 26.0848,   20.618955820,   5.40
1P,   1919-08-30T00:00:00.00, 138 57  1.5121, -17 31 16.7026,   20.686431731,   5.40
1P,   1919-09-19T00:00:00.00, 138 53 57.3128, -17 31  7.3431,   20.753642335,   5.40
1P,   1919-10-09T00:00:00.00, 138 50 54.3217, -17 30 58.0073,   20.820588951,   5.40
1P,   1919-10-29T00:00:00.00, 138 47 52.5231, -17 30 48.6962,   20.887272969,   5.40
1P,   1919-11-18T00:00:00.00, 138 44 51.9007, -17 30 39.4106,   20.953695670,   5.40
1P,   1919-12-08T00:00:00.00, 138 41 52.4376, -17 30 30.1519,   21.019858274,   5.40
1P,   1919-12-28T00:00:00.00, 138 38 54.1141, -17 30 20.9218,   21.085761919,   5.40
1P,   1920-01-17T00:00:00.00, 138 35 56.9083, -17 30 11.7204,   21.151408109,   5.40
1P,   1920-02-06T00:00:00.00, 138 33  0.8009, -17 30  2.5467,   21.216798579,   5.40
1P,   1920-02-26T00:00:00.00, 138 30  5.7750, -17 29 53.3997,   21.281935136,   5.40
1P,   1920-03-17T00:00:00.00, 138 27 11.8158, -17 29 44.2786,   21.346819447,   5.40
1P,   1920-04-06T00:00:00.00, 138 24 18.9079, -17 29 35.1830,   21.411453158,   5.40
1P,   1920-04-26T00:00:00.00, 138 21 27.0379, -17 29 26.1116,   21.475837992,   5.40
1P,   1920-05-16T00:00:00.00, 138 18 36.1943, -17 29 17.0640,   21.539975490,   5.40
1P,   1920-06-05T00:00:00.00, 138 15 46.3663, -17 29  8.0405,   21.603866965,   5.40
1P,   1920-06-25T00:00:00.00, 138 12 57.5402, -17 28 59.0424,   21.667513495,   5.40
1P,   1920-07-15T00:00:00.00, 138 10  9.7003, -17 28 50.0699,   21.730916389,   5.40
1P,   1920-08-04T00:00:00.00, 138  7 22.8320, -17 28 41.1230,   21.794077033,   5.40
1P,   1920-08-24T00:00:00.00, 138  4 36.9210, -17 28 32.2014,   21.856996868,   5.40
1P,   1920-09-13T00:00:00.00, 138  1 51.9540, -17 28 23.3051,   21.919677253,   5.40
1P,   1920-10-03T00:00:00.00, 137 59  7.9160, -17 28 14.4333,   21.982119729,   5.40
1P,   1920-10-23T00:00:00.00, 137 56 24.7958, -17 28  5.5847,   22.044325939,   5.40
1P,   1920-11-12T00:00:00.00, 137 53 42.5842, -17 27 56.7582,   22.106297384,   5.40
1P,   1920-12-02T00:00:00.00, 137 51  1.2733, -17 27 47.9541,   22.168035274,   5.40
1P,   1920-12-22T00:00:00.00, 137 48 20.8527, -17 27 39.1731,   22.229540599,   5.40
1P,   1921-01-11T00:00:00.00, 137 45 41.3112, -17 27 30.4155,   22.290814447,   5.40
1P,   1921-01-31T00:00:00.00, 137 43  2.6374, -17 27 21.6819,   22.351857823,   5.40
1P,   1921-02-20T00:00:00.00, 137 40 24.8194, -17 27 12.9731,   22.412671692,   5.40
1P,   1921-03-12T00:00:00.00, 137 37 47.8426, -17 27  4.2904,   22.473256950,   5.40
1P,   1921-04-01T00:00:00.00, 137 35 11.6907, -17 26 55.6333,   22.533614882,   5.40
1P,   1921-04-21T00:00:00.00, 137 32 36.3494, -17 26 47.0006,   22.593747014,   5.40
1P,   1921-05-11T00:00:00.00, 137 30  1.8072, -17 26 38.3908,   22.653654957,   5.40
1P,   1921-05-31T00:00:00.00, 137 27 28.0549, -17 26 29.8030,   22.713340187,   5.40
1P,   1921-06-20T00:00:00.00, 137 24 55.0825, -17 26 21.2359,   22.772804159,   5.40
1P,   1921-07-10T00:00:00.00, 137 22 22.8825, -17 26 12.6882,   22.832048378,   5.40
1P,   1921-07-30T00:00:00.00, 137 19 51.4495, -17 26  4.1592,   22.891074132,   5.40
1P,   1921-08-19T00:00:00.00, 137 17 20.7783, -17 25 55.6491,   22.949882430,   5.40
1P,   1921-09-08T00:00:00.00, 137 14 50.8611, -17 25 47.1591,   23.008474000,   5.40
1P,   1921-09-28T00:00:00.00, 137 12 21.6879, -17 25 38.6897,   23.066849750,   5.40
1P,   1921-10-18T00:00:00.00, 137  9 53.2487, -17 25 30.2412,   23.125010617,   5.40
1P,   1921-11-07T00:00:00.00, 137  7 25.5335, -17 25 21.8138,   23.182957585,   5.40
1P,   1921-11-27T00:00:00.00, 137  4 58.5316, -17 25 13.4078,   23.240691581,   5.40
1P,   1921-12-17T00:00:00.00, 137  2 32.2308, -17 25  5.0228,   23.298213786,   5.40
1P,   1922-01-06T00:00:00.00, 137  0  6.6213, -17 24 56.6575,   23.355525569,   5.40
1P,   1922-01-26T00:00:00.00, 136 57 41.6959, -17 24 48.3105,   23.412628243,   5.40
1P,   1922-02-15T00:00:00.00, 136 55 17.4486, -17 24 39.9815,   23.469522918,   5.40
1P,   1922-03-07T00:00:00.00, 136 52 53.8717, -17 24 31.6706,   23.526210539,   5.40
1P,   1922-03-27T00:00:00.00, 136 50 30.9576, -17 24 23.3773,   23.582692178,   5.40
1P,   1922-04-16T00:00:00.00, 136 48  8.6995, -17 24 15.1014,   23.638968795,   5.40
1P,   1922-05-06T00:00:00.00, 136 45 47.0902, -17 24  6.8434,   23.695041261,   5.40
1P,   1922-05-26T00:00:00.00, 136 43 26.1205, -17 23 58.6039,   23.750910309,   5.40
1P,   1922-06-15T00:00:00.00, 136 41  5.7791, -17 23 50.3827,   23.806577007,   5.40
1P,   1922-07-05T00:00:00.00, 136 38 46.0566, -17 23 42.1787,   23.862042612,   5.40
1P,   1922-07-25T00:00:00.00, 136 36 26.9456, -17 23 33.9905,   23.917308453,   5.40
1P,   1922-08-14T00:00:00.00, 136 34  8.4404, -17 23 25.8174,   23.972375722,   5.40
1P,   1922-09-03T00:00:00.00, 136 31 50.5344, -17 23 17.6585,   24.027245608,   5.40
1P,   1922-09-23T00:00:00.00, 136 29 33.2235, -17 23  9.5123,   24.081919350,   5.40
1P,   1922-10-13T00:00:00.00, 136 27 16.5051, -17 23  1.3783,   24.136397973,   5.40
1P,   1922-11-02T00:00:00.00, 136 25  0.3771, -17 22 53.2568,   24.190682209,   5.40
1P,   1922-11-22T00:00:00.00, 136 22 44.8344, -17 22 45.1491,   24.244772509,   5.40
1P,   1922-12-12T00:00:00.00, 136 20 29.8695, -17 22 37.0557,   24.298669497,   5.40
1P,   1923-01-01T00:00:00.00, 136 18 15.4749, -17 22 28.9771,   24.352373828,   5.40
1P,   1923-01-21T00:00:00.00, 136 16  1.6424, -17 22 20.9136,   24.405886232,   5.40
1P,   1923-02-10T00:00:00.00, 136 13 48.3627, -17 22 12.8656,   24.459207432,   5.40
1P,   1923-03-02T00:00:00.00, 136 11 35.6250, -17 22  4.8324,   24.512338487,   5.40
1P,   1923-03-22T00:00:00.00, 136  9 23.4214, -17 21 56.8125,   24.565280705,   5.40
1P,   1923-04-11T00:00:00.00, 136  7 11.7466, -17 21 48.8040,   24.618035391,   5.40
1P,   1923-05-01T00:00:00.00, 136  5  0.5972, -17 21 40.8062,   24.670603659,   5.40
1P,   1923-05-21T00:00:00.00, 136  2 49.9689, -17 21 32.8185,   24.722986456,   5.40
1P,   1923-06-10T00:00:00.00, 136  0 39.8580, -17 21 24.8402,   24.775184801,   5.40
1P,   1923-06-30T00:00:00.00, 135 58 30.2620, -17 21 16.8708,   24.827199544,   5.40
1P,   1923-07-20T00:00:00.00, 135 56 21.1780, -17 21  8.9107,   24.879031358,   5.40
1P,   1923-08-09T00:00:00.00, 135 54 12.6008, -17 21  0.9608,   24.930680713,   5.40
1P,   1923-08-29T00:00:00.00, 135 52  4.5228, -17 20 53.0214,   24.982148351,   5.40
1P,   1923-09-18T00:00:00.00, 135 49 56.9377, -17 20 45.0917,   25.033435175,   5.40
1P,   1923-10-08T00:00:00.00, 135 47 49.8399, -17 20 37.1712,   25.084542155,   5.40
1P,   1923-10-28T00:00:00.00, 135 45 43.2253, -17 20 29.2593,   25.135470160,   5.40
1P,   1923-11-17T00:00:00.00, 135 43 37.0881, -17 20 21.3556,   25.186220113,   5.40
1P,   1923-12-07T00:00:00.00, 135 41 31.4250, -17 20 13.4589,   25.236793045,   5.40
1P,   1923-12-27T00:00:00.00, 135 39 26.2339, -17 20  5.5685,   25.287189826,   5.40
1P,   1924-01-16T00:00:00.00, 135 37 21.5135, -17 19 57.6844,   25.337411088,   5.40
1P,   1924-02-05T00:00:00.00, 135 35 17.2597, -17 19 49.8077,   25.387457227,   5.40
1P,   1924-02-25T00:00:00.00, 135 33 13.4670, -17 19 41.9384,   25.437328836,   5.40
1P,   1924-03-16T00:00:00.00, 135 31 10.1299, -17 19 34.0768,   25.487026534,   5.40
1P,   1924-04-05T00:00:00.00, 135 29  7.2425, -17 19 26.2228,   25.536550996,   5.40
1P,   1924-04-25T00:00:00.00, 135 27  4.7982, -17 19 18.3768,   25.585902868,   5.40
1P,   1924-05-15T00:00:00.00, 135 25  2.7890, -17 19 10.5379,   25.635083125,   5.40
1P,   1924-06-04T00:00:00.00, 135 23  1.2094, -17 19  2.7046,   25.684092972,   5.40
1P,   1924-06-24T00:00:00.00, 135 21  0.0567, -17 18 54.8751,   25.732933605,   5.40
1P,   1924-07-14T00:00:00.00, 135 18 59.3301, -17 18 47.0486,   25.781606015,   5.40
1P,   1924-08-03T00:00:00.00, 135 16 59.0279, -17 18 39.2246,   25.830111012,   5.40
1P,   1924-08-23T00:00:00.00, 135 14 59.1493, -17 18 31.4022,   25.878449451,   5.40
1P,   1924-09-12T00:00:00.00, 135 12 59.6943, -17 18 23.5815,   25.926621970,   5.40
1P,   1924-10-02T00:00:00.00, 135 11  0.6628, -17 18 15.7628,   25.974628989,   5.40
1P,   1924-10-22T00:00:00.00, 135  9  2.0517, -17 18  7.9477,   26.022470680,   5.40
1P,   1924-11-11T00:00:00.00, 135  7  3.8555, -17 18  0.1365,   26.070147460,   5.40
1P,   1924-12-01T00:00:00.00, 135  5  6.0688, -17 17 52.3294,   26.117659904,   5.40
1P,   1924-12-21T00:00:00.00, 135  3  8.6867, -17 17 44.5261,   26.165008695,   5.40
1P,   1925-01-10T00:00:00.00, 135  1 11.7046, -17 17 36.7265,   26.212194485,   5.40
1P,   1925-01-30T00:00:00.00, 134 59 15.1169, -17 17 28.9299,   26.259218085,   5.40
1P,   1925-02-19T00:00:00.00, 134 57 18.9201, -17 17 21.1352,   26.306080497,   5.40
1P,   1925-03-11T00:00:00.00, 134 55 23.1128, -17 17 13.3411,   26.352782625,   5.40
1P,   1925-03-31T00:00:00.00, 134 53 27.6947, -17 17  5.5473,   26.399325165,   5.40
1P,   1925-04-20T00:00:00.00, 134 51 32.6640, -17 16 57.7543,   26.445708568,   5.40
1P,   1925-05-10T00:00:00.00, 134 49 38.0179, -17 16 49.9619,   26.491933434,   5.40
1P,   1925-05-30T00:00:00.00, 134 47 43.7542, -17 16 42.1700,   26.538000308,   5.40
1P,   1925-06-19T00:00:00.00, 134 45 49.8702, -17 16 34.3790,   26.583909708,   5.40
1P,   1925-07-09T00:00:00.00, 134 43 56.3622, -17 16 26.5893,   26.629662052,   5.40
1P,   1925-07-29T00:00:00.00, 134 42  3.2245, -17 16 18.8005,   26.675258044,   5.40
1P,   1925-08-18T00:00:00.00, 134 40 10.4538, -17 16 11.0117,   26.720698610,   5.40
1P,   1925-09-07T00:00:00.00, 134 38 18.0484, -17 16  3.2217,   26.765984670,   5.40
1P,   1925-09-27T00:00:00.00, 134 36 26.0088, -17 15 55.4299,   26.811116960,   5.40
1P,   1925-10-17T00:00:00.00, 134 34 34.3339, -17 15 47.6362,   26.856096058,   5.40
1P,   1925-11-06T00:00:00.00, 134 32 43.0237, -17 15 39.8400,   26.900922606,   5.40
1P,   1925-11-26T00:00:00.00, 134 30 52.0790, -17 15 32.0414,   26.945597038,   5.40
1P,   1925-12-16T00:00:00.00, 134 29  1.5001, -17 15 24.2411,   26.990119577,   5.40
1P,   1926-01-05T00:00:00.00, 134 27 11.2846, -17 15 16.4406,   27.034490213,   5.40
1P,   1926-01-25T00:00:00.00, 134 25 21.4275, -17 15  8.6406,   27.078709200,   5.40
1P,   1926-02-14T00:00:00.00, 134 23 31.9240, -17 15  0.8412,   27.122776971,   5.40
1P,   1926-03-06T00:00:00.00, 134 21 42.7695, -17 14 53.0422,   27.166694099,   5.40
1P,   1926-03-26T00:00:00.00, 134 19 53.9600, -17 14 45.2434,   27.210461173,   5.40
1P,   1926-04-15T00:00:00.00, 134 18  5.4905, -17 14 37.4442,   27.254078979,   5.40
1P,   1926-05-05T00:00:00.00, 134 16 17.3588, -17 14 29.6431,   27.297548513,   5.40
1P,   1926-05-25T00:00:00.00, 134 14 29.5650, -17 14 21.8388,   27.340870663,   5.40
1P,   1926-06-14T00:00:00.00, 134 12 42.1109, -17 14 14.0309,   27.384046076,   5.40
1P,   1926-07-04T00:00:00.00, 134 10 54.9969, -17 14  6.2197,   27.427075109,   5.40
1P,   1926-07-24T00:00:00.00, 134  9  8.2229, -17 13 58.4052,   27.469958204,   5.40
1P,   1926-08-13T00:00:00.00, 134  7 21.7888, -17 13 50.5878,   27.512695674,   5.40
1P,   1926-09-02T00:00:00.00, 134  5 35.6944, -17 13 42.7681,   27.555287732,   5.40
1P,   1926-09-22T00:00:00.00, 134  3 49.9375, -17 13 34.9473,   27.597734437,   5.40
1P,   1926-10-12T00:00:00.00, 134  2  4.5136, -17 13 27.1258,   27.640036119,   5.40
1P,   1926-11-01T00:00:00.00, 134  0 19.4194, -17 13 19.3032,   27.682193332,   5.40
1P,   1926-11-21T00:00:00.00, 133 58 34.6532, -17 13 11.4789,   27.724206673,   5.40
1P,   1926-12-11T00:00:00.00, 133 56 50.2143, -17 13  3.6530,   27.766076621,   5.40
1P,   1926-12-31T00:00:00.00, 133 55  6.1008, -17 12 55.8253,   27.807803578,   5.40
1P,   1927-01-20T00:00:00.00, 133 53 22.3120, -17 12 47.9955,   27.849388080,   5.40
1P,   1927-02-09T00:00:00.00, 133 51 38.8481, -17 12 40.1635,   27.890830513,   5.40
1P,   1927-03-01T00:00:00.00, 133 49 55.7096, -17 12 32.3298,   27.932131079,   5.40
1P,   1927-03-21T00:00:00.00, 133 48 12.8947, -17 12 24.4956,   27.973289753,   5.40
1P,   1927-04-10T00:00:00.00, 133 46 30.3996, -17 12 16.6614,   28.014306746,   5.40
1P,   1927-04-30T00:00:00.00, 133 44 48.2211, -17 12  8.8275,   28.055182393,   5.40
1P,   1927-05-20T00:00:00.00, 133 43  6.3559, -17 12  0.9938,   28.095917122,   5.40
1P,   1927-06-09T00:00:00.00, 133 41 24.8012, -17 11 53.1606,   28.136511335,   5.40
1P,   1927-06-29T00:00:00.00, 133 39 43.5533, -17 11 45.3273,   28.176965626,   5.40
1P,   1927-07-19T00:00:00.00, 133 38  2.6105, -17 11 37.4929,   28.217280787,   5.40
1P,   1927-08-08T00:00:00.00, 133 36 21.9739, -17 11 29.6565,   28.257457501,   5.40
1P,   1927-08-28T00:00:00.00, 133 34 41.6456, -17 11 21.8180,   28.297496204,   5.40
1P,   1927-09-17T00:00:00.00, 133 33  1.6268, -17 11 13.9778,   28.337397033,   5.40
1P,   1927-10-07T00:00:00.00, 133 31 21.9176, -17 11  6.1365,   28.377160188,   5.40
1P,   1927-10-27T00:00:00.00, 133 29 42.5188, -17 10 58.2947,   28.416785712,   5.40
1P,   1927-11-16T00:00:00.00, 133 28  3.4298, -17 10 50.4535,   28.456273523,   5.40
1P,   1927-12-06T00:00:00.00, 133 26 24.6485, -17 10 42.6146,   28.495623375,   5.40
1P,   1927-12-26T00:00:00.00, 133 24 46.1693, -17 10 34.7788,   28.534835318,   5.40
1P,   1928-01-15T00:00:00.00, 133 23  7.9879, -17 10 26.9462,   28.573909677,   5.40
1P,   1928-02-04T00:00:00.00, 133 21 30.1008, -17 10 19.1164,   28.612846902,   5.40
1P,   1928-02-24T00:00:00.00, 133 19 52.5060, -17 10 11.2894,   28.651647411,   5.40
1P,   1928-03-15T00:00:00.00, 133 18 15.2004, -17 10  3.4649,   28.690311631,   5.40
1P,   1928-04-04T00:00:00.00, 133 16 38.1829, -17  9 55.6422,   28.728840161,   5.40
1P,   1928-04-24T00:00:00.00, 133 15  1.4539, -17  9 47.8209,   28.767233451,   5.40
1P,   1928-05-14T00:00:00.00, 133 13 25.0146, -17  9 40.0012,   28.805491733,   5.40
1P,   1928-06-03T00:00:00.00, 133 11 48.8647, -17  9 32.1843,   28.843614950,   5.40
1P,   1928-06-23T00:00:00.00, 133 10 13.0018, -17  9 24.3706,   28.881603204,   5.40
1P,   1928-07-13T00:00:00.00, 133  8 37.4241, -17  9 16.5608,   28.919456634,   5.40
1P,   1928-08-02T00:00:00.00, 133  7  2.1294, -17  9  8.7551,   28.957175406,   5.40
1P,   1928-08-22T00:00:00.00, 133  5 27.1154, -17  9  0.9544,   28.994759628,   5.40
1P,   1928-09-11T00:00:00.00, 133  3 52.3778, -17  8 53.1587,   29.032209602,   5.40
1P,   1928-10-01T00:00:00.00, 133  2 17.9149, -17  8 45.3674,   29.069525854,   5.40
1P,   1928-10-21T00:00:00.00, 133  0 43.7261, -17  8 37.5801,   29.106708836,   5.40
1P,   1928-11-10T00:00:00.00, 132 59  9.8128, -17  8 29.7968,   29.143758795,   5.40
1P,   1928-11-30T00:00:00.00, 132 57 36.1744, -17  8 22.0184,   29.180675723,   5.40
