# Miriade.ephemcc.results
# Request:
# targetType: Comet, targetName: 1P, targetOtherName: P/Halley, Diameter: 0.00 km, Orbital period: 2.77572892E+04 d, Time of perihelion passage: 2446470.95892940 d, Dynamical class: Short-period>Halley-type, Time_Scale: UTC, Planetary_Theory: INPOP13C, Coordinates: Ecliptic, frameType: Astrometric J2000, frameCentre: Heliocenter
# Nb rows: 2190
Target, Date, Longitude ("d:m:s"), Latitude ("d:m:s"), Distance (au), H
1P,   2004-10-02T00:00:00.00, 133  8 15.4745, -17  7 42.1265,   29.174216082,   5.40
1P,   2004-10-22T00:00:00.00, 133  6 43.1555, -17  7 34.9341,   29.210556109,   5.40
1P,   2004-11-11T00:00:00.00, 133  5 11.0508, -17  7 27.7554,   29.246759422,   5.40
1P,   2004-12-01T00:00:00.00, 133  3 39.1568, -17  7 20.5902,   29.282826356,   5.40
1P,   2004-12-21T00:00:00.00, 133  2  7.4702, -17  7 13.4386,   29.318757275,   5.40
1P,   2005-01-10T00:00:00.00, 133  0 35.9863, -17  7  6.3003,   29.354552595,   5.40
1P,   2005-01-30T00:00:00.00, 132 59  4.7017, -17  6 59.1742,   29.390213031,   5.40
1P,   2005-02-19T00:00:00.00, 132 57 33.6152, -17  6 52.0592,   29.425739255,   5.40
1P,   2005-03-11T00:00:00.00, 132 56  2.7268, -17  6 44.9547,   29.461131794,   5.40
1P,   2005-03-31T00:00:00.00, 132 54 32.0357, -17  6 37.8608,   29.496390884,   5.40
1P,   2005-04-20T00:00:00.00, 132 53  1.5400, -17  6 30.7776,   29.531516862,   5.40
1P,   2005-05-10T00:00:00.00, 132 51 31.2381, -17  6 23.7048,   29.566510067,   5.40
1P,   2005-05-30T00:00:00.00, 132 50  1.1281, -17  6 16.6425,   29.601370786,   5.40
1P,   2005-06-19T00:00:00.00, 132 48 31.2079, -17  6  9.5911,   29.636099213,   5.40
1P,   2005-07-09T00:00:00.00, 132 47  1.4727, -17  6  2.5506,   29.670695695,   5.40
1P,   2005-07-29T00:00:00.00, 132 45 31.9189, -17  5 55.5200,   29.705160915,   5.40
1P,   2005-08-18T00:00:00.00, 132 44  2.5450, -17  5 48.4982,   29.739495594,   5.40
1P,   2005-09-07T00:00:00.00, 132 42 33.3509, -17  5 41.4845,   29.773700371,   5.40
1P,   2005-09-27T00:00:00.00, 132 41  4.3364, -17  5 34.4784,   29.807775659,   5.40
1P,   2005-10-17T00:00:00.00, 132 39 35.5014, -17  5 27.4794,   29.841721976,   5.40
1P,   2005-11-06T00:00:00.00, 132 38  6.8470, -17  5 20.4870,   29.875539674,   5.40
1P,   2005-11-26T00:00:00.00, 132 36 38.3744, -17  5 13.5014,   29.909228893,   5.40
1P,   2005-12-16T00:00:00.00, 132 35 10.0832, -17  5  6.5239,   29.942789483,   5.40
1P,   2006-01-05T00:00:00.00, 132 33 41.9696, -17  4 59.5550,   29.976221433,   5.40
1P,   2006-01-25T00:00:00.00, 132 32 14.0301, -17  4 52.5950,   30.009524895,   5.40
1P,   2006-02-14T00:00:00.00, 132 30 46.2605, -17  4 45.6437,   30.042700205,   5.40
1P,   2006-03-06T00:00:00.00, 132 29 18.6574, -17  4 38.7010,   30.075747755,   5.40
1P,   2006-03-26T00:00:00.00, 132 27 51.2163, -17  4 31.7665,   30.108668046,   5.40
1P,   2006-04-15T00:00:00.00, 132 26 23.9339, -17  4 24.8386,   30.141461919,   5.40
1P,   2006-05-05T00:00:00.00, 132 24 56.8097, -17  4 17.9160,   30.174130184,   5.40
1P,   2006-05-25T00:00:00.00, 132 23 29.8450, -17  4 10.9977,   30.206673493,   5.40
1P,   2006-06-14T00:00:00.00, 132 22  3.0406, -17  4  4.0837,   30.239092170,   5.40
1P,   2006-07-04T00:00:00.00, 132 20 36.3965, -17  3 57.1736,   30.271386588,   5.40
1P,   2006-07-24T00:00:00.00, 132 19  9.9131, -17  3 50.2673,   30.303557046,   5.40
1P,   2006-08-13T00:00:00.00, 132 17 43.5907, -17  3 43.3649,   30.335603718,   5.40
1P,   2006-09-02T00:00:00.00, 132 16 17.4286, -17  3 36.4672,   30.367526617,   5.40
1P,   2006-09-22T00:00:00.00, 132 14 51.4231, -17  3 29.5745,   30.399325877,   5.40
1P,   2006-10-12T00:00:00.00, 132 13 25.5714, -17  3 22.6864,   30.431001948,   5.40
1P,   2006-11-01T00:00:00.00, 132 11 59.8717, -17  3 15.8021,   30.462555353,   5.40
1P,   2006-11-21T00:00:00.00, 132 10 34.3234, -17  3  8.9211,   30.493986578,   5.40
1P,   2006-12-11T00:00:00.00, 132  9  8.9256, -17  3  2.0432,   30.525295960,   5.40
1P,   2006-12-31T00:00:00.00, 132  7 43.6775, -17  2 55.1677,   30.556484008,   5.40
1P,   2007-01-20T00:00:00.00, 132  6 18.5795, -17  2 48.2938,   30.587551131,   5.40
1P,   2007-02-09T00:00:00.00, 132  4 53.6328, -17  2 41.4217,   30.618497567,   5.40
1P,   2007-03-01T00:00:00.00, 132  3 28.8371, -17  2 34.5519,   30.649323290,   5.40
1P,   2007-03-21T00:00:00.00, 132  2  4.1898, -17  2 27.6848,   30.680028390,   5.40
1P,   2007-04-10T00:00:00.00, 132  0 39.6883, -17  2 20.8204,   30.710613141,   5.40
1P,   2007-04-30T00:00:00.00, 131 59 15.3301, -17  2 13.9585,   30.741077894,   5.40
1P,   2007-05-20T00:00:00.00, 131 57 51.1131, -17  2  7.0987,   30.771423033,   5.40
1P,   2007-06-09T00:00:00.00, 131 56 27.0341, -17  2  0.2408,   30.801649031,   5.40
1P,   2007-06-29T00:00:00.00, 131 55  3.0910, -17  1 53.3833,   30.831756685,   5.40
1P,   2007-07-19T00:00:00.00, 131 53 39.2845, -17  1 46.5250,   30.861746752,   5.40
1P,   2007-08-08T00:00:00.00, 131 52 15.6169, -17  1 39.6649,   30.891619821,   5.40
1P,   2007-08-28T00:00:00.00, 131 50 52.0903, -17  1 32.8031,   30.921376138,   5.40
1P,   2007-09-17T00:00:00.00, 131 49 28.7056, -17  1 25.9394,   30.951015977,   5.40
1P,   2007-10-07T00:00:00.00, 131 48  5.4645, -17  1 19.0737,   30.980539500,   5.40
1P,   2007-10-27T00:00:00.00, 131 46 42.3681, -17  1 12.2066,   31.009946710,   5.40
1P,   2007-11-16T00:00:00.00, 131 45 19.4162, -17  1  5.3390,   31.039237417,   5.40
1P,   2007-12-06T00:00:00.00, 131 43 56.6056, -17  0 58.4717,   31.068411551,   5.40
1P,   2007-12-26T00:00:00.00, 131 42 33.9329, -17  0 51.6045,   31.097469384,   5.40
1P,   2008-01-15T00:00:00.00, 131 41 11.3956, -17  0 44.7370,   31.126411321,   5.40
1P,   2008-02-04T00:00:00.00, 131 39 48.9922, -17  0 37.8686,   31.155237816,   5.40
1P,   2008-02-24T00:00:00.00, 131 38 26.7211, -17  0 30.9990,   31.183949267,   5.40
1P,   2008-03-15T00:00:00.00, 131 37  4.5811, -17  0 24.1271,   31.212546313,   5.40
1P,   2008-04-04T00:00:00.00, 131 35 42.5731, -17  0 17.2519,   31.241029518,   5.40
1P,   2008-04-24T00:00:00.00, 131 34 20.6991, -17  0 10.3730,   31.269399266,   5.40
1P,   2008-05-14T00:00:00.00, 131 32 58.9607, -17  0  3.4907,   31.297655628,   5.40
1P,   2008-06-03T00:00:00.00, 131 31 37.3569, -16 59 56.6054,   31.325798723,   5.40
1P,   2008-06-23T00:00:00.00, 131 30 15.8875, -16 59 49.7168,   31.353828763,   5.40
1P,   2008-07-13T00:00:00.00, 131 28 54.5517, -16 59 42.8252,   31.381745954,   5.40
1P,   2008-08-02T00:00:00.00, 131 27 33.3489, -16 59 35.9307,   31.409550475,   5.40
1P,   2008-08-22T00:00:00.00, 131 26 12.2767, -16 59 29.0332,   31.437242578,   5.40
1P,   2008-09-11T00:00:00.00, 131 24 51.3339, -16 59 22.1319,   31.464822842,   5.40
1P,   2008-10-01T00:00:00.00, 131 23 30.5211, -16 59 15.2258,   31.492291829,   5.40
1P,   2008-10-21T00:00:00.00, 131 22  9.8405, -16 59  8.3144,   31.519649964,   5.40
1P,   2008-11-10T00:00:00.00, 131 20 49.2940, -16 59  1.3977,   31.546897361,   5.40
1P,   2008-11-30T00:00:00.00, 131 19 28.8825, -16 58 54.4758,   31.574034192,   5.40
1P,   2008-12-20T00:00:00.00, 131 18  8.6073, -16 58 47.5488,   31.601060538,   5.40
1P,   2009-01-09T00:00:00.00, 131 16 48.4695, -16 58 40.6170,   31.627976348,   5.40
1P,   2009-01-29T00:00:00.00, 131 15 28.4690, -16 58 33.6816,   31.654781350,   5.40
1P,   2009-02-18T00:00:00.00, 131 14  8.6026, -16 58 26.7433,   31.681475454,   5.40
1P,   2009-03-10T00:00:00.00, 131 12 48.8670, -16 58 19.8019,   31.708058907,   5.40
1P,   2009-03-30T00:00:00.00, 131 11 29.2599, -16 58 12.8570,   31.734532104,   5.40
1P,   2009-04-19T00:00:00.00, 131 10  9.7803, -16 58  5.9080,   31.760895510,   5.40
1P,   2009-05-09T00:00:00.00, 131  8 50.4270, -16 57 58.9545,   31.787149542,   5.40
1P,   2009-05-29T00:00:00.00, 131  7 31.1997, -16 57 51.9954,   31.813294857,   5.40
1P,   2009-06-18T00:00:00.00, 131  6 12.1005, -16 57 45.0296,   31.839332011,   5.40
1P,   2009-07-08T00:00:00.00, 131  4 53.1327, -16 57 38.0568,   31.865261339,   5.40
1P,   2009-07-28T00:00:00.00, 131  3 34.2991, -16 57 31.0774,   31.891082812,   5.40
1P,   2009-08-17T00:00:00.00, 131  2 15.6005, -16 57 24.0919,   31.916796392,   5.40
1P,   2009-09-06T00:00:00.00, 131  0 57.0378, -16 57 17.1006,   31.942402067,   5.40
1P,   2009-09-26T00:00:00.00, 130 59 38.6113, -16 57 10.1041,   31.967899763,   5.40
1P,   2009-10-16T00:00:00.00, 130 58 20.3209, -16 57  3.1031,   31.993289341,   5.40
1P,   2009-11-05T00:00:00.00, 130 57  2.1640, -16 56 56.0983,   32.018570743,   5.40
1P,   2009-11-25T00:00:00.00, 130 55 44.1385, -16 56 49.0892,   32.043744273,   5.40
1P,   2009-12-15T00:00:00.00, 130 54 26.2440, -16 56 42.0754,   32.068810289,   5.40
1P,   2010-01-04T00:00:00.00, 130 53  8.4813, -16 56 35.0564,   32.093769093,   5.40
1P,   2010-01-24T00:00:00.00, 130 51 50.8510, -16 56 28.0324,   32.118620761,   5.40
1P,   2010-02-13T00:00:00.00, 130 50 33.3531, -16 56 21.0032,   32.143365497,   5.40
1P,   2010-03-05T00:00:00.00, 130 49 15.9888, -16 56 13.9687,   32.168003447,   5.40
1P,   2010-03-25T00:00:00.00, 130 47 58.7593, -16 56  6.9291,   32.192534612,   5.40
1P,   2010-04-14T00:00:00.00, 130 46 41.6651, -16 55 59.8854,   32.216958784,   5.40
1P,   2010-05-04T00:00:00.00, 130 45 24.7040, -16 55 52.8383,   32.241275834,   5.40
1P,   2010-05-24T00:00:00.00, 130 44  7.8740, -16 55 45.7878,   32.265485916,   5.40
1P,   2010-06-13T00:00:00.00, 130 42 51.1737, -16 55 38.7336,   32.289589277,   5.40
1P,   2010-07-03T00:00:00.00, 130 41 34.6025, -16 55 31.6756,   32.313586200,   5.40
1P,   2010-07-23T00:00:00.00, 130 40 18.1596, -16 55 24.6137,   32.337476922,   5.40
1P,   2010-08-12T00:00:00.00, 130 39  1.8449, -16 55 17.5471,   32.361261922,   5.40
1P,   2010-09-01T00:00:00.00, 130 37 45.6605, -16 55 10.4751,   32.384941585,   5.40
1P,   2010-09-21T00:00:00.00, 130 36 29.6096, -16 55  3.3976,   32.408516072,   5.40
1P,   2010-10-11T00:00:00.00, 130 35 13.6949, -16 54 56.3152,   32.431985175,   5.40
1P,   2010-10-31T00:00:00.00, 130 33 57.9172, -16 54 49.2288,   32.455348668,   5.40
1P,   2010-11-20T00:00:00.00, 130 32 42.2770, -16 54 42.1391,   32.478606329,   5.40
1P,   2010-12-10T00:00:00.00, 130 31 26.7742, -16 54 35.0468,   32.501757866,   5.40
1P,   2010-12-30T00:00:00.00, 130 30 11.4076, -16 54 27.9532,   32.524802932,   5.40
1P,   2011-01-19T00:00:00.00, 130 28 56.1735, -16 54 20.8591,   32.547741300,   5.40
1P,   2011-02-08T00:00:00.00, 130 27 41.0684, -16 54 13.7644,   32.570573174,   5.40
1P,   2011-02-28T00:00:00.00, 130 26 26.0904, -16 54  6.6685,   32.593298884,   5.40
1P,   2011-03-20T00:00:00.00, 130 25 11.2391, -16 53 59.5709,   32.615918777,   5.40
1P,   2011-04-09T00:00:00.00, 130 23 56.5145, -16 53 52.4717,   32.638433017,   5.40
1P,   2011-04-29T00:00:00.00, 130 22 41.9165, -16 53 45.3703,   32.660841907,   5.40
1P,   2011-05-19T00:00:00.00, 130 21 27.4465, -16 53 38.2664,   32.683145659,   5.40
1P,   2011-06-08T00:00:00.00, 130 20 13.1066, -16 53 31.1603,   32.705344286,   5.40
1P,   2011-06-28T00:00:00.00, 130 18 58.8981, -16 53 24.0529,   32.727437513,   5.40
1P,   2011-07-18T00:00:00.00, 130 17 44.8199, -16 53 16.9451,   32.749425073,   5.40
1P,   2011-08-07T00:00:00.00, 130 16 30.8705, -16 53  9.8372,   32.771306907,   5.40
1P,   2011-08-27T00:00:00.00, 130 15 17.0488, -16 53  2.7296,   32.793083003,   5.40
1P,   2011-09-16T00:00:00.00, 130 14  3.3538, -16 52 55.6226,   32.814753367,   5.40
1P,   2011-10-06T00:00:00.00, 130 12 49.7836, -16 52 48.5165,   32.836317987,   5.40
1P,   2011-10-26T00:00:00.00, 130 11 36.3371, -16 52 41.4110,   32.857777139,   5.40
1P,   2011-11-15T00:00:00.00, 130 10 23.0146, -16 52 34.3055,   32.879131052,   5.40
1P,   2011-12-05T00:00:00.00, 130  9  9.8178, -16 52 27.2002,   32.900379788,   5.40
1P,   2011-12-25T00:00:00.00, 130  7 56.7479, -16 52 20.0958,   32.921523093,   5.40
1P,   2012-01-14T00:00:00.00, 130  6 43.8041, -16 52 12.9929,   32.942560743,   5.40
1P,   2012-02-03T00:00:00.00, 130  5 30.9858, -16 52  5.8921,   32.963492551,   5.40
1P,   2012-02-23T00:00:00.00, 130  4 18.2920, -16 51 58.7940,   32.984318271,   5.40
1P,   2012-03-14T00:00:00.00, 130  3  5.7208, -16 51 51.6997,   33.005037603,   5.40
1P,   2012-04-03T00:00:00.00, 130  1 53.2680, -16 51 44.6100,   33.025650366,   5.40
1P,   2012-04-23T00:00:00.00, 130  0 40.9297, -16 51 37.5245,   33.046156798,   5.40
1P,   2012-05-13T00:00:00.00, 129 59 28.7037, -16 51 30.4427,   33.066557267,   5.40
1P,   2012-06-02T00:00:00.00, 129 58 16.5892, -16 51 23.3640,   33.086852150,   5.40
1P,   2012-06-22T00:00:00.00, 129 57  4.5859, -16 51 16.2884,   33.107041645,   5.40
1P,   2012-07-12T00:00:00.00, 129 55 52.6938, -16 51  9.2153,   33.127126090,   5.40
1P,   2012-08-01T00:00:00.00, 129 54 40.9143, -16 51  2.1442,   33.147105674,   5.40
1P,   2012-08-21T00:00:00.00, 129 53 29.2498, -16 50 55.0755,   33.166980387,   5.40
1P,   2012-09-10T00:00:00.00, 129 52 17.7016, -16 50 48.0100,   33.186749875,   5.40
1P,   2012-09-30T00:00:00.00, 129 51  6.2686, -16 50 40.9489,   33.206413756,   5.40
1P,   2012-10-20T00:00:00.00, 129 49 54.9493, -16 50 33.8928,   33.225971812,   5.40
1P,   2012-11-09T00:00:00.00, 129 48 43.7415, -16 50 26.8423,   33.245423852,   5.40
1P,   2012-11-29T00:00:00.00, 129 47 32.6433, -16 50 19.7979,   33.264769724,   5.40
1P,   2012-12-19T00:00:00.00, 129 46 21.6510, -16 50 12.7602,   33.284009317,   5.40
1P,   2013-01-08T00:00:00.00, 129 45 10.7612, -16 50  5.7289,   33.303142897,   5.40
1P,   2013-01-28T00:00:00.00, 129 43 59.9727, -16 49 58.7033,   33.322170774,   5.40
1P,   2013-02-17T00:00:00.00, 129 42 49.2853, -16 49 51.6830,   33.341093180,   5.40
1P,   2013-03-09T00:00:00.00, 129 41 38.6992, -16 49 44.6683,   33.359910083,   5.40
1P,   2013-03-29T00:00:00.00, 129 40 28.2130, -16 49 37.6594,   33.378621508,   5.40
1P,   2013-04-18T00:00:00.00, 129 39 17.8265, -16 49 30.6563,   33.397227490,   5.40
1P,   2013-05-08T00:00:00.00, 129 38  7.5390, -16 49 23.6592,   33.415727948,   5.40
1P,   2013-05-28T00:00:00.00, 129 36 57.3498, -16 49 16.6691,   33.434122666,   5.40
1P,   2013-06-17T00:00:00.00, 129 35 47.2553, -16 49  9.6865,   33.452411476,   5.40
1P,   2013-07-07T00:00:00.00, 129 34 37.2523, -16 49  2.7114,   33.470594574,   5.40
1P,   2013-07-27T00:00:00.00, 129 33 27.3387, -16 48 55.7432,   33.488672251,   5.40
1P,   2013-08-16T00:00:00.00, 129 32 17.5136, -16 48 48.7816,   33.506644814,   5.40
1P,   2013-09-05T00:00:00.00, 129 31  7.7763, -16 48 41.8265,   33.524512409,   5.40
1P,   2013-09-25T00:00:00.00, 129 29 58.1262, -16 48 34.8774,   33.542275333,   5.40
1P,   2013-10-15T00:00:00.00, 129 28 48.5644, -16 48 27.9339,   33.559933781,   5.40
1P,   2013-11-04T00:00:00.00, 129 27 39.0924, -16 48 20.9961,   33.577487726,   5.40
1P,   2013-11-24T00:00:00.00, 129 26 29.7112, -16 48 14.0649,   33.594936812,   5.40
1P,   2013-12-14T00:00:00.00, 129 25 20.4189, -16 48  7.1414,   33.612280664,   5.40
1P,   2014-01-03T00:00:00.00, 129 24 11.2132, -16 48  0.2261,   33.629519076,   5.40
1P,   2014-01-23T00:00:00.00, 129 23  2.0913, -16 47 53.3194,   33.646651890,   5.40
1P,   2014-02-12T00:00:00.00, 129 21 53.0501, -16 47 46.4218,   33.663679019,   5.40
1P,   2014-03-04T00:00:00.00, 129 20 44.0850, -16 47 39.5337,   33.680600473,   5.40
1P,   2014-03-24T00:00:00.00, 129 19 35.1919, -16 47 32.6542,   33.697416692,   5.40
1P,   2014-04-13T00:00:00.00, 129 18 26.3690, -16 47 25.7825,   33.714128205,   5.40
1P,   2014-05-03T00:00:00.00, 129 17 17.6161, -16 47 18.9176,   33.730735474,   5.40
1P,   2014-05-23T00:00:00.00, 129 16  8.9338, -16 47 12.0593,   33.747238690,   5.40
1P,   2014-06-12T00:00:00.00, 129 15  0.3215, -16 47  5.2075,   33.763638064,   5.40
1P,   2014-07-02T00:00:00.00, 129 13 51.7801, -16 46 58.3617,   33.779933756,   5.40
1P,   2014-07-22T00:00:00.00, 129 12 43.3104, -16 46 51.5223,   33.796125738,   5.40
1P,   2014-08-11T00:00:00.00, 129 11 34.9125, -16 46 44.6900,   33.812213775,   5.40
1P,   2014-08-31T00:00:00.00, 129 10 26.5839, -16 46 37.8655,   33.828197616,   5.40
1P,   2014-09-20T00:00:00.00, 129  9 18.3219, -16 46 31.0489,   33.844077329,   5.40
1P,   2014-10-10T00:00:00.00, 129  8 10.1242, -16 46 24.2400,   33.859853072,   5.40
1P,   2014-10-30T00:00:00.00, 129  7  1.9895, -16 46 17.4387,   33.875525040,   5.40
1P,   2014-11-19T00:00:00.00, 129  5 53.9161, -16 46 10.6449,   33.891093321,   5.40
1P,   2014-12-09T00:00:00.00, 129  4 45.9024, -16 46  3.8580,   33.906558230,   5.40
1P,   2014-12-29T00:00:00.00, 129  3 37.9482, -16 45 57.0776,   33.921920039,   5.40
1P,   2015-01-18T00:00:00.00, 129  2 30.0542, -16 45 50.3034,   33.937178861,   5.40
1P,   2015-02-07T00:00:00.00, 129  1 22.2210, -16 45 43.5359,   33.952334525,   5.40
1P,   2015-02-27T00:00:00.00, 129  0 14.4464, -16 45 36.7757,   33.967386863,   5.40
1P,   2015-03-19T00:00:00.00, 128 59  6.7286, -16 45 30.0229,   33.982335867,   5.40
1P,   2015-04-08T00:00:00.00, 128 57 59.0653, -16 45 23.2777,   33.997181542,   5.40
1P,   2015-04-28T00:00:00.00, 128 56 51.4543, -16 45 16.5402,   34.011923916,   5.40
1P,   2015-05-18T00:00:00.00, 128 55 43.8917, -16 45  9.8107,   34.026563078,   5.40
1P,   2015-06-07T00:00:00.00, 128 54 36.3744, -16 45  3.0882,   34.041099526,   5.40
1P,   2015-06-27T00:00:00.00, 128 53 28.9009, -16 44 56.3718,   34.055533828,   5.40
1P,   2015-07-17T00:00:00.00, 128 52 21.4717, -16 44 49.6605,   34.069866490,   5.40
1P,   2015-08-06T00:00:00.00, 128 51 14.0881, -16 44 42.9541,   34.084097714,   5.40
1P,   2015-08-26T00:00:00.00, 128 50  6.7501, -16 44 36.2521,   34.098227736,   5.40
1P,   2015-09-15T00:00:00.00, 128 48 59.4593, -16 44 29.5544,   34.112256706,   5.40
1P,   2015-10-05T00:00:00.00, 128 47 52.2170, -16 44 22.8612,   34.126184550,   5.40
1P,   2015-10-25T00:00:00.00, 128 46 45.0240, -16 44 16.1731,   34.140010952,   5.40
1P,   2015-11-14T00:00:00.00, 128 45 37.8778, -16 44  9.4913,   34.153735558,   5.40
1P,   2015-12-04T00:00:00.00, 128 44 30.7755, -16 44  2.8159,   34.167358326,   5.40
1P,   2015-12-24T00:00:00.00, 128 43 23.7143, -16 43 56.1469,   34.180879326,   5.40
1P,   2016-01-13T00:00:00.00, 128 42 16.6918, -16 43 49.4842,   34.194298735,   5.40
1P,   2016-02-02T00:00:00.00, 128 41  9.7050, -16 43 42.8275,   34.207616713,   5.40
1P,   2016-02-22T00:00:00.00, 128 40  2.7514, -16 43 36.1762,   34.220833736,   5.40
1P,   2016-03-13T00:00:00.00, 128 38 55.8305, -16 43 29.5291,   34.233950306,   5.40
1P,   2016-04-02T00:00:00.00, 128 37 48.9428, -16 43 22.8855,   34.246966793,   5.40
1P,   2016-04-22T00:00:00.00, 128 36 42.0896, -16 43 16.2455,   34.259883272,   5.40
1P,   2016-05-12T00:00:00.00, 128 35 35.2700, -16 43  9.6091,   34.272699781,   5.40
1P,   2016-06-01T00:00:00.00, 128 34 28.4838, -16 43  2.9763,   34.285416440,   5.40
1P,   2016-06-21T00:00:00.00, 128 33 21.7303, -16 42 56.3471,   34.298033287,   5.40
1P,   2016-07-11T00:00:00.00, 128 32 15.0089, -16 42 49.7216,   34.310550307,   5.40
1P,   2016-07-31T00:00:00.00, 128 31  8.3168, -16 42 43.1004,   34.322967487,   5.40
1P,   2016-08-20T00:00:00.00, 128 30  1.6515, -16 42 36.4827,   34.335285202,   5.40
1P,   2016-09-09T00:00:00.00, 128 28 55.0119, -16 42 29.8677,   34.347503901,   5.40
1P,   2016-09-29T00:00:00.00, 128 27 48.3987, -16 42 23.2548,   34.359623985,   5.40
1P,   2016-10-19T00:00:00.00, 128 26 41.8125, -16 42 16.6437,   34.371645609,   5.40
1P,   2016-11-08T00:00:00.00, 128 25 35.2535, -16 42 10.0340,   34.383568973,   5.40
1P,   2016-11-28T00:00:00.00, 128 24 28.7229, -16 42  3.4256,   34.395394216,   5.40
1P,   2016-12-18T00:00:00.00, 128 23 22.2217, -16 41 56.8184,   34.407121280,   5.40
1P,   2017-01-07T00:00:00.00, 128 22 15.7505, -16 41 50.2132,   34.418749884,   5.40
1P,   2017-01-27T00:00:00.00, 128 21  9.3068, -16 41 43.6109,   34.430279709,   5.40
1P,   2017-02-16T00:00:00.00, 128 20  2.8876, -16 41 37.0114,   34.441710781,   5.40
1P,   2017-03-08T00:00:00.00, 128 18 56.4900, -16 41 30.4147,   34.453043245,   5.40
1P,   2017-03-28T00:00:00.00, 128 17 50.1116, -16 41 23.8204,   34.464277370,   5.40
1P,   2017-04-17T00:00:00.00, 128 16 43.7498, -16 41 17.2282,   34.475413434,   5.40
1P,   2017-05-07T00:00:00.00, 128 15 37.4022, -16 41 10.6370,   34.486452045,   5.40
1P,   2017-05-27T00:00:00.00, 128 14 31.0692, -16 41  4.0456,   34.497393831,   5.40
1P,   2017-06-16T00:00:00.00, 128 13 24.7523, -16 40 57.4530,   34.508239265,   5.40
1P,   2017-07-06T00:00:00.00, 128 12 18.4539, -16 40 50.8591,   34.518988488,   5.40
1P,   2017-07-26T00:00:00.00, 128 11 12.1745, -16 40 44.2638,   34.529641557,   5.40
1P,   2017-08-15T00:00:00.00, 128 10  5.9151, -16 40 37.6672,   34.540198546,   5.40
1P,   2017-09-04T00:00:00.00, 128  8 59.6764, -16 40 31.0693,   34.550659388,   5.40
1P,   2017-09-24T00:00:00.00, 128  7 53.4586, -16 40 24.4707,   34.561023901,   5.40
1P,   2017-10-14T00:00:00.00, 128  6 47.2595, -16 40 17.8722,   34.571291882,   5.40
1P,   2017-11-03T00:00:00.00, 128  5 41.0762, -16 40 11.2733,   34.581463515,   5.40
1P,   2017-11-23T00:00:00.00, 128  4 34.9073, -16 40  4.6736,   34.591539101,   5.40
1P,   2017-12-13T00:00:00.00, 128  3 28.7523, -16 39 58.0725,   34.601518964,   5.40
1P,   2018-01-02T00:00:00.00, 128  2 22.6109, -16 39 51.4697,   34.611403265,   5.40
1P,   2018-01-22T00:00:00.00, 128  1 16.4822, -16 39 44.8648,   34.621192300,   5.40
1P,   2018-02-11T00:00:00.00, 128  0 10.3669, -16 39 38.2571,   34.630886369,   5.40
1P,   2018-03-03T00:00:00.00, 127 59  4.2659, -16 39 31.6462,   34.640485609,   5.40
1P,   2018-03-23T00:00:00.00, 127 57 58.1804, -16 39 25.0325,   34.649989928,   5.40
1P,   2018-04-12T00:00:00.00, 127 56 52.1086, -16 39 18.4165,   34.659399188,   5.40
1P,   2018-05-02T00:00:00.00, 127 55 46.0491, -16 39 11.7981,   34.668713509,   5.40
1P,   2018-05-22T00:00:00.00, 127 54 40.0001, -16 39  5.1769,   34.677933068,   5.40
1P,   2018-06-11T00:00:00.00, 127 53 33.9606, -16 38 58.5528,   34.687058108,   5.40
1P,   2018-07-01T00:00:00.00, 127 52 27.9289, -16 38 51.9255,   34.696088850,   5.40
1P,   2018-07-21T00:00:00.00, 127 51 21.9035, -16 38 45.2940,   34.705025840,   5.40
1P,   2018-08-10T00:00:00.00, 127 50 15.8851, -16 38 38.6572,   34.713869644,   5.40
1P,   2018-08-30T00:00:00.00, 127 49  9.8762, -16 38 32.0142,   34.722620673,   5.40
1P,   2018-09-19T00:00:00.00, 127 48  3.8793, -16 38 25.3651,   34.731279003,   5.40
1P,   2018-10-09T00:00:00.00, 127 46 57.8957, -16 38 18.7098,   34.739844623,   5.40
1P,   2018-10-29T00:00:00.00, 127 45 51.9268, -16 38 12.0483,   34.748317516,   5.40
1P,   2018-11-18T00:00:00.00, 127 44 45.9736, -16 38  5.3811,   34.756697505,   5.40
1P,   2018-12-08T00:00:00.00, 127 43 40.0365, -16 37 58.7087,   34.764984284,   5.40
1P,   2018-12-28T00:00:00.00, 127 42 34.1129, -16 37 52.0322,   34.773177541,   5.40
